Kennziffer;Raumeinheit;Aggregat;Arbeitslosenquote Frauen;Arbeitslosenquote Männer;Offene Stellen mit Anforderungsniveau Experte;Offene Stellen mit Anforderungsniveau Spezialist;Offene Stellen mit Anforderungsniveau Fachkraft;Offene Stellen mit Anforderungsniveau Helfer;Arbeitslosenquote Ältere;Arbeitslosenquote Jüngere;Baulandpreise;Angebotsmietpreise;Wohnfläche;Beschäftigtenquote Ausländer;Teilzeitbeschäftigte;Teilzeitbeschäftige Frauen;Selbständigenquote;Erwerbsquote Frauen;Erwerbsquote Männer;Beschäftigte am AO mit akademischem Berufsabschluss;Beschäftigte am AO mit Berufsabschluss;Beschäftigte am AO ohne Berufsabschluss;Beschäftigte am WO mit akademischen Abschluss;Beschäftigte am WO mit Berufsabschluss;Beschäftigte am WO ohne Berufsabschluss;Kurzarbeiter;Geringfügig Beschäftigte 65 Jahre und älter;Geringfügig Beschäftigte 65 Jahre und älter männlich;Geringfügig Beschäftigte 65 Jahre und älter weiblich;Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie;Anteil Erwerbstätige Finanz- und Unternehmensdienstleistungen;Einwohner 85 Jahre und älter;Ausländeranteil;Ausländerinnen;Schutzsuchende an ausländischer Bevölkerung;Zuzugsrate;Fortzugsrate;Fertilitätsrate;Wahlbeteiligung;Stimmenanteile CDU/CSU;Stimmenanteile SPD;Stimmenanteile Grüne;Stimmenanteile FDP;Stimmenanteile Sonstige Parteien;Stimmenanteile Die Linke;Stimmenanteile AfD;Ausbildungsplätze;Berufsschüler;Berufsschülerinnen;Ausländische Berufsschüler;Auszubildende;Schulabgänger mit allgemeiner Hochschulreife;Schulabgänger mit mittlerem Abschluss;Schulabgänger mit Hauptschulabschluss;Schulabgänger ohne Abschluss;Medianeinkommen;Haushaltseinkommen;Krankenhausbetten;Kommunale Schulden;SGB II - Quote;Wohngeldhaushalte;Empfänger von Grundsicherung im Alter (Altersarmut);Weibliche Empfänger von Grundsicherung im Alter (Altersarmut);Männliche Empfänger von Grundsicherung im Alter (Altersarmut);Asylbewerber;Empfänger von Mindestsicherungen;ALG I-Leistungen;ALG I-Leistungen Männer;ALG I-Leistungen Frauen;Pkw-Dichte;Bruttoinlandsprodukt je Einwohner;Bruttoinlandsprodukt je Erwerbstätigen;Anteil Bruttowertschöpfung Primärer Sektor;Anteil Bruttowertschöpfung Sekundärer Sektor;Anteil Bruttowertschöpfung Tertiärer Sektor;Stickstoffüberschuss;Krankenhausversorgung;Schulabgänger ohne Abschluss;Angebotsmietpreise
;;;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2021;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2022;2022;2022;2021;2021;2021;2019;2021;2021;2022;2022;2022;2021;2021;2022;2022;2022;2022;2021;2021;2021;2021;2021;2018;2021;2022;2022
"08337";"Waldshut";"Kreise";"3,42";"3,78";"7,93";"13,38";"61,44";"17,25";"3,17";"2,76";"135,25";"9,46";"52,21";"48,41";"30,90";"52,93";"10,31";"88,34";"83,82";"10,74";"66,98";"16,24";"10,49";"66,42";"16,90";"0,14";"18,05";"24,00";"14,11";"93,26";"15,32";"3,20";"18,24";"49,62";"17,54";"61,23";"43,37";"1,27";"74,50";"27,03";"22,59";"15,44";"14,01";"8,88";"2,64";"9,42";"117,18";"11,63";"38,97";"23,60";"56,74";"21,72";"51,32";"20,60";"6,36";"3.405,58";"2.164,90";"3,39";"566,33";"3,70";"13,20";"2,14";"61,45";"38,55";"3,50";"4,21";"1.186,45";"1.430,74";"908,17";"632,87";"32,43";"72,51";"1,12";"39,76";"59,12";"0,60";"3,39";"6,36";"9,46"
"08415";"Reutlingen";"Kreise";"3,61";"3,60";"17,68";"10,92";"53,52";"17,89";"3,46";"2,78";"292,49";"11,11";"46,51";"59,33";"27,37";"48,67";"8,78";"83,52";"91,99";"18,40";"60,50";"14,21";"18,20";"61,19";"13,97";"0,28";"15,34";"18,80";"12,86";"96,96";"21,19";"3,28";"17,62";"48,47";"18,03";"55,28";"41,32";"1,61";"77,20";"25,89";"20,67";"15,86";"16,57";"7,42";"3,33";"10,26";"117,75";"16,49";"32,57";"16,77";"42,72";"29,83";"45,19";"17,16";"7,06";"3.771,99";"2.167,04";"3,94";"761,53";"4,62";"9,70";"2,44";"59,87";"39,80";"3,92";"5,10";"1.202,83";"1.401,10";"958,03";"626,77";"43,18";"79,76";"0,47";"42,81";"56,72";"0,67";"3,94";"7,06";"11,11"
"08416";"Tübingen";"Kreise";"2,68";"3,04";"11,95";"10,89";"54,11";"23,00";"3,01";"1,71";"326,32";"11,40";"44,59";"52,95";"37,74";"55,55";"7,85";"77,66";"85,61";"27,01";"54,78";"13,24";"30,70";"51,23";"13,03";"0,03";"12,93";"16,15";"10,57";"95,54";"15,03";"2,65";"15,18";"50,52";"20,29";"78,28";"65,48";"1,28";"82,20";"21,02";"20,44";"25,89";"13,35";"7,08";"5,63";"6,59";"117,85";"12,28";"45,02";"20,43";"47,95";"44,41";"35,43";"12,98";"6,70";"3.828,29";"2.060,43";"8,51";"640,40";"3,43";"14,05";"2,19";"55,03";"44,44";"3,18";"4,01";"1.216,05";"1.385,48";"1.007,28";"553,72";"37,13";"70,52";"0,51";"27,32";"72,18";"1,09";"8,51";"6,70";"11,40"
"08417";"Zollernalbkreis";"Kreise";"3,88";"3,53";"6,83";"10,28";"55,48";"27,41";"3,96";"3,05";"157,92";"8,53";"50,87";"56,40";"26,95";"48,93";"9,21";"83,62";"92,27";"11,60";"67,68";"14,85";"12,12";"67,14";"14,82";"0,30";"16,04";"19,87";"13,03";"97,28";"17,65";"3,48";"15,42";"47,94";"14,38";"70,69";"52,59";"1,60";"74,70";"26,91";"20,02";"10,99";"18,01";"8,38";"2,69";"13,00";"119,44";"11,34";"30,90";"14,33";"45,07";"18,49";"52,04";"22,80";"6,67";"3.515,97";"2.210,87";"2,86";"574,19";"3,37";"8,58";"1,42";"58,87";"41,94";"2,78";"3,57";"1.131,69";"1.332,70";"878,04";"676,15";"38,76";"76,46";"0,72";"46,71";"52,57";"0,57";"2,86";"6,67";"8,53"
"08421";"Ulm, Stadtkreis";"Kreise";"3,34";"3,57";"12,33";"11,74";"56,14";"19,78";"3,53";"2,91";"268,43";"11,11";"42,60";"60,60";"25,61";"42,67";"5,79";"79,23";"87,53";"25,76";"54,46";"13,46";"31,08";"46,95";"15,24";"0,09";"10,48";"11,42";"9,71";"93,33";"24,71";"2,85";"22,82";"47,88";"20,45";"98,43";"82,09";"1,32";"78,20";"20,13";"22,09";"24,60";"13,72";"8,17";"4,35";"6,94";"112,21";"41,06";"38,48";"18,13";"46,25";"41,57";"35,98";"15,12";"7,25";"3.980,16";"2.254,00";"11,81";"778,58";"4,91";"13,46";"4,62";"59,64";"40,81";"4,10";"5,91";"1.163,67";"1.306,35";"976,31";"525,01";"81,78";"81,23";"0,17";"27,21";"72,62";"7,45";"11,81";"7,25";"11,11"
"08425";"Alb-Donau-Kreis";"Kreise";"2,30";"2,28";"6,04";"9,68";"62,53";"21,75";"2,64";"1,97";"168,69";"9,11";"49,29";"60,17";"25,73";"53,09";"10,80";"84,52";"94,02";"9,27";"68,06";"14,11";"15,04";"65,46";"12,62";"0,36";"16,07";"20,47";"12,73";"96,93";"16,67";"2,94";"15,52";"46,25";"17,94";"65,27";"50,96";"1,72";"80,20";"30,28";"19,86";"13,77";"14,81";"8,62";"2,31";"10,36";"112,23";"9,28";"13,90";"22,58";"46,28";"18,27";"54,85";"21,25";"5,63";"3.498,03";"2.107,68";"2,08";"283,93";"2,38";"8,17";"1,49";"58,68";"41,32";"4,28";"2,97";"1.184,96";"1.429,49";"895,02";"651,97";"33,98";"82,36";"1,94";"48,33";"49,72";"0,65";"2,08";"5,63";"9,11"
"08426";"Biberach";"Kreise";"2,13";"2,05";"10,01";"11,04";"57,46";"21,43";"2,07";"1,73";"123,50";"9,81";"51,09";"58,22";"24,48";"48,31";"7,90";"85,08";"94,05";"16,52";"66,26";"12,21";"15,20";"66,99";"12,45";"0,35";"15,39";"19,16";"12,48";"96,38";"20,24";"2,73";"12,83";"46,27";"21,97";"58,04";"42,12";"1,66";"78,80";"30,54";"17,59";"13,62";"14,49";"10,54";"2,24";"10,99";"112,24";"17,22";"30,00";"10,49";"44,43";"21,49";"50,80";"21,74";"5,97";"4.035,23";"2.146,95";"3,66";"189,19";"2,34";"8,14";"1,96";"61,01";"38,36";"4,40";"3,20";"1.157,65";"1.355,56";"916,87";"654,23";"57,24";"99,95";"1,33";"56,10";"42,57";"0,77";"3,66";"5,97";"9,81"
"08435";"Bodenseekreis";"Kreise";"2,77";"2,54";"7,21";"10,82";"56,82";"25,19";"2,72";"1,97";"345,47";"11,24";"49,11";"63,10";"27,94";"50,53";"9,20";"84,08";"92,78";"23,16";"58,70";"11,87";"22,41";"59,20";"11,83";"0,15";"16,98";"21,31";"14,18";"97,80";"19,04";"3,29";"15,97";"49,78";"20,98";"70,67";"51,21";"1,55";"79,50";"26,53";"19,89";"17,63";"15,84";"8,79";"2,85";"8,46";"116,74";"11,78";"28,47";"24,31";"42,07";"25,36";"48,42";"17,13";"8,18";"4.223,51";"2.320,65";"3,43";"406,39";"3,27";"11,31";"2,55";"61,51";"38,49";"4,73";"4,18";"1.177,44";"1.403,31";"959,38";"634,25";"52,06";"90,37";"1,02";"51,82";"47,16";"0,98";"3,43";"8,18";"11,24"
"08436";"Ravensburg";"Kreise";"2,29";"2,55";"7,72";"9,78";"58,10";"24,37";"2,44";"1,92";"223,87";"10,46";"47,22";"59,76";"30,40";"51,78";"9,41";"85,82";"91,71";"16,09";"65,88";"12,57";"17,47";"64,30";"12,65";"0,75";"15,50";"20,06";"12,26";"97,02";"19,89";"2,93";"13,26";"45,73";"23,04";"60,36";"45,53";"1,56";"78,30";"27,12";"18,80";"17,13";"14,85";"10,18";"3,14";"8,77";"116,71";"18,67";"46,70";"13,28";"47,01";"24,97";"52,81";"15,15";"6,88";"3.547,94";"2.116,36";"5,71";"501,47";"3,27";"12,97";"2,14";"56,98";"42,64";"4,41";"4,07";"1.155,49";"1.358,37";"896,78";"635,03";"50,19";"85,29";"1,36";"34,64";"64,00";"0,79";"5,71";"6,88";"10,46"
"08437";"Sigmaringen";"Kreise";"3,10";"2,95";"5,23";"8,94";"54,27";"31,51";"3,24";"2,20";"96,81";"8,00";"50,66";"53,61";"28,24";"52,46";"8,91";"83,77";"90,75";"10,44";"69,15";"14,57";"11,19";"68,35";"14,27";"0,38";"16,91";"21,52";"13,41";"96,14";"13,04";"3,08";"13,47";"45,06";"30,95";"109,84";"90,13";"1,58";"76,50";"30,22";"18,87";"12,11";"15,81";"9,02";"2,57";"11,40";"119,39";"11,39";"30,58";"12,31";"48,53";"26,41";"49,47";"15,65";"8,47";"3.560,71";"2.026,76";"4,93";"310,56";"2,70";"12,16";"1,88";"57,94";"42,06";"4,86";"3,65";"1.078,45";"1.284,27";"842,41";"662,42";"40,72";"75,87";"1,69";"43,18";"55,13";"0,71";"4,93";"8,47";"8,00"
"09161";"Ingolstadt";"Kreise";"3,50";"3,11";"9,94";"13,14";"61,27";"15,72";"3,78";"3,30";"864,34";"11,96";"44,71";"62,08";"21,84";"46,22";"4,99";"78,96";"93,30";"25,21";"59,93";"9,73";"26,79";"52,42";"12,91";"4,41";"12,61";"14,89";"11,04";"98,60";"25,85";"2,79";"22,29";"47,37";"22,89";"98,19";"77,08";"1,55";"72,60";"30,52";"18,58";"13,80";"12,19";"11,63";"3,22";"10,06";"114,43";"33,13";"42,47";"16,89";"38,29";"28,77";"51,36";"15,65";"4,22";"4.966,22";"2.123,87";"9,25";"0,00";"5,53";"9,90";"4,34";"62,56";"37,44";"6,88";"6,62";"1.104,85";"1.288,73";"904,05";"687,21";"130,01";"144,35";"0,07";"71,81";"28,12";"4,08";"9,25";"4,22";"11,96"
"09162";"München, Landeshauptstadt";"Kreise";"4,35";"4,21";"22,61";"13,32";"47,70";"16,37";"4,99";"3,16";"4.962,72";"19,17";"39,55";"65,88";"25,98";"39,80";"8,18";"79,22";"86,91";"40,00";"40,21";"10,70";"41,76";"36,13";"11,86";"0,07";"11,05";"10,57";"11,42";"89,27";"32,83";"2,53";"27,94";"50,67";"13,84";"90,52";"76,62";"1,29";"80,20";"23,76";"18,96";"26,06";"13,68";"8,93";"4,07";"4,54";"108,73";"24,06";"39,79";"23,24";"26,80";"34,94";"41,89";"18,38";"4,79";"4.681,04";"2.836,76";"7,22";"428,54";"5,63";"2,57";"6,55";"56,28";"43,72";"2,90";"6,62";"1.315,38";"1.414,20";"1.204,96";"492,45";"86,54";"112,28";"0,02";"21,45";"78,53";"1,92";"7,22";"4,79";"19,17"
"09163";"Rosenheim, Stadt";"Kreise";"4,03";"4,13";"11,00";"14,46";"54,58";"19,96";"4,77";"3,42";"1.454,00";"11,95";"42,56";"61,17";"34,54";"52,18";"8,84";"84,73";"87,81";"18,51";"62,95";"11,15";"21,73";"56,51";"12,96";"0,04";"13,90";"15,67";"12,66";"85,00";"20,92";"2,84";"23,97";"46,98";"12,24";"86,42";"72,31";"1,49";"75,30";"27,24";"16,99";"17,02";"12,55";"14,24";"3,26";"8,70";"116,96";"55,34";"50,00";"18,13";"45,91";"34,83";"43,01";"17,03";"5,13";"3.549,77";"2.020,81";"12,00";"899,83";"5,35";"15,56";"4,04";"60,00";"40,00";"5,98";"6,28";"1.138,81";"1.316,35";"929,03";"554,96";"54,89";"69,99";"0,28";"16,76";"82,96";"37,49";"12,00";"5,13";"11,95"
"09171";"Altötting";"Kreise";"2,92";"2,91";"7,33";"9,70";"63,96";"19,11";"3,14";"2,59";"189,70";"8,62";"51,12";"58,80";"31,48";"57,26";"8,74";"83,41";"94,90";"10,54";"72,73";"9,40";"11,59";"70,51";"10,51";"0,00";"16,33";"22,41";"12,72";"88,26";"20,92";"3,19";"14,15";"47,27";"19,71";"56,64";"38,16";"1,72";"76,10";"34,39";"15,42";"9,97";"9,57";"17,96";"2,27";"10,42";"121,89";"19,29";"24,15";"12,57";"42,63";"22,81";"46,23";"26,16";"4,80";"3.817,37";"2.068,15";"5,16";"1.062,51";"3,12";"5,98";"3,26";"60,61";"39,39";"5,35";"4,35";"1.169,81";"1.368,86";"910,67";"640,18";"60,10";"105,12";"1,07";"62,72";"36,20";"2,00";"5,16";"4,80";"8,62"
"09172";"Berchtesgadener Land";"Kreise";"3,06";"3,46";"5,51";"9,92";"55,28";"29,38";"3,88";"1,95";"231,57";"10,06";"47,21";"47,01";"31,35";"52,17";"11,21";"77,34";"78,71";"10,95";"69,69";"10,83";"11,77";"69,74";"10,85";"0,31";"17,15";"21,78";"14,31";"91,57";"13,65";"3,54";"18,18";"51,67";"13,66";"55,74";"39,88";"1,48";"76,90";"31,07";"15,47";"11,44";"9,85";"20,84";"2,40";"8,93";"121,94";"11,02";"41,40";"17,28";"42,48";"23,81";"48,16";"23,81";"4,21";"3.206,23";"2.052,43";"5,98";"810,94";"3,19";"9,19";"2,34";"56,67";"43,33";"5,87";"4,16";"1.123,17";"1.287,52";"921,20";"617,45";"36,54";"70,30";"1,25";"25,28";"73,47";"1,39";"5,98";"4,21";"10,06"
"09173";"Bad Tölz-Wolfratshausen";"Kreise";"2,10";"2,11";"8,29";"13,95";"55,18";"22,65";"2,37";"1,69";"1.074,56";"12,85";"49,07";"62,79";"31,16";"51,94";"14,46";"86,24";"89,27";"14,10";"64,85";"11,76";"19,02";"62,54";"10,38";"0,12";"15,07";"18,39";"12,91";"94,02";"18,93";"3,24";"14,26";"47,99";"16,30";"61,45";"47,58";"1,71";"81,20";"34,04";"13,56";"13,84";"11,93";"16,04";"2,28";"8,31";"116,96";"12,86";"41,78";"20,53";"43,31";"27,08";"46,95";"21,54";"4,43";"3.406,35";"2.324,86";"5,46";"631,64";"2,46";"5,57";"2,32";"59,09";"40,91";"5,90";"3,58";"1.240,73";"1.403,44";"1.050,57";"633,51";"32,60";"72,66";"1,54";"34,91";"63,55";"0,85";"5,46";"4,43";"12,85"
"09174";"Dachau";"Kreise";"2,48";"2,29";"6,41";"11,60";"59,01";"22,98";"3,01";"2,16";"880,63";"14,53";"45,62";"67,02";"31,07";"52,06";"12,42";"85,70";"94,12";"14,01";"60,98";"12,37";"19,79";"58,16";"10,43";"0,09";"14,15";"16,45";"12,37";"91,49";"20,83";"2,67";"17,52";"46,96";"10,58";"68,79";"57,92";"1,54";"82,50";"34,48";"15,33";"14,39";"11,93";"14,25";"1,97";"7,65";"118,93";"9,43";"37,07";"23,23";"33,49";"26,96";"45,94";"22,93";"4,17";"3.359,85";"2.272,10";"3,02";"621,28";"1,82";"8,10";"1,99";"63,33";"37,50";"3,96";"2,80";"1.274,10";"1.487,71";"1.016,18";"606,57";"31,29";"75,54";"1,43";"26,01";"72,56";"1,48";"3,02";"4,17";"14,53"
"09175";"Ebersberg";"Kreise";"2,07";"2,08";"6,92";"13,15";"57,36";"22,57";"2,76";"1,41";"1.329,26";"13,69";"46,18";"63,85";"28,67";"50,48";"12,27";"84,07";"90,36";"15,14";"62,07";"13,24";"25,78";"55,56";"10,24";"0,03";"14,01";"16,70";"12,08";"95,12";"20,86";"2,81";"16,15";"47,79";"14,21";"74,49";"58,97";"1,67";"85,20";"32,66";"15,99";"17,08";"12,77";"12,97";"2,28";"6,26";"119,00";"1,57";"38,10";"13,85";"40,14";"37,14";"46,72";"11,97";"4,17";"3.405,24";"2.437,53";"2,27";"1.224,28";"1,76";"7,23";"1,71";"57,29";"42,71";"3,08";"2,34";"1.327,53";"1.537,46";"1.093,42";"592,04";"35,71";"85,61";"1,11";"22,58";"76,30";"2,16";"2,27";"4,17";"13,69"
"09176";"Eichstätt";"Kreise";"1,86";"1,59";"7,98";"13,91";"56,12";"21,99";"1,90";"1,84";"289,21";"10,00";"53,45";"58,39";"28,63";"53,89";"9,31";"79,49";"93,06";"16,42";"64,67";"11,27";"17,10";"67,41";"10,00";"0,15";"15,85";"21,96";"12,04";"94,41";"22,14";"2,57";"10,52";"45,46";"21,17";"61,74";"47,39";"1,64";"83,80";"37,38";"16,47";"9,98";"9,60";"15,13";"2,02";"9,42";"114,32";"9,47";"21,26";"22,35";"39,93";"25,87";"51,05";"20,20";"2,87";"3.471,38";"2.158,95";"3,50";"309,96";"1,43";"1,21";"1,07";"66,67";"33,33";"6,25";"2,13";"1.151,46";"1.384,25";"896,89";"635,74";"38,84";"87,82";"1,72";"32,25";"66,03";"0,45";"3,50";"2,87";"10,00"
"09177";"Erding";"Kreise";"1,93";"2,09";"7,25";"11,32";"61,96";"19,38";"2,69";"1,72";"538,43";"12,13";"48,59";"65,40";"31,77";"52,70";"13,13";"85,17";"92,90";"11,51";"65,82";"13,42";"16,03";"65,70";"10,92";"0,02";"14,49";"17,86";"11,90";"86,30";"18,26";"2,38";"13,99";"46,77";"14,51";"68,32";"54,03";"1,54";"82,70";"34,18";"14,65";"12,23";"11,35";"17,15";"2,07";"8,36";"119,03";"14,03";"48,89";"20,67";"41,66";"26,94";"48,31";"19,25";"5,50";"3.205,28";"2.230,42";"4,40";"553,68";"1,96";"7,92";"1,84";"58,06";"41,94";"5,30";"2,87";"1.266,64";"1.487,10";"990,98";"643,63";"32,50";"76,38";"2,80";"22,54";"74,66";"1,41";"4,40";"5,50";"12,13"
"09178";"Freising";"Kreise";"2,51";"2,39";"7,52";"10,70";"59,41";"22,33";"3,30";"2,06";"799,22";"13,23";"46,53";"66,67";"31,35";"54,12";"8,36";"83,57";"92,61";"18,70";"56,98";"12,59";"22,05";"56,17";"12,44";"0,05";"12,60";"14,74";"11,04";"90,32";"16,87";"2,17";"20,01";"45,30";"11,56";"86,03";"68,70";"1,44";"82,10";"30,37";"15,36";"16,23";"11,65";"15,80";"2,69";"7,89";"118,99";"10,76";"25,94";"20,91";"30,31";"24,71";"50,52";"20,95";"3,82";"3.664,24";"2.169,74";"1,95";"604,05";"1,75";"9,00";"1,52";"60,22";"39,78";"5,66";"2,51";"1.185,83";"1.373,91";"975,68";"600,38";"48,60";"79,97";"0,92";"21,27";"77,81";"0,79";"1,95";"3,82";"13,23"
"09179";"Fürstenfeldbruck";"Kreise";"2,91";"2,85";"6,67";"14,45";"59,67";"19,27";"3,59";"2,34";"992,88";"14,74";"45,96";"61,90";"31,61";"53,96";"13,08";"85,32";"92,72";"16,88";"59,47";"13,02";"24,13";"55,61";"11,05";"0,12";"14,62";"16,45";"13,34";"90,43";"21,25";"3,19";"17,30";"48,38";"15,12";"78,49";"62,68";"1,58";"83,30";"32,19";"17,43";"17,17";"12,11";"12,46";"2,41";"6,22";"115,83";"10,46";"40,60";"23,99";"39,93";"36,14";"43,15";"16,91";"3,81";"3.481,96";"2.355,65";"1,36";"697,74";"3,48";"7,55";"2,05";"59,30";"40,70";"5,95";"4,02";"1.256,27";"1.438,87";"1.045,52";"564,68";"29,79";"81,10";"0,60";"25,82";"73,59";"1,68";"1,36";"3,81";"14,74"
"09180";"Garmisch-Partenkirchen";"Kreise";"2,78";"3,04";"3,53";"10,58";"51,44";"34,54";"3,68";"1,96";"955,52";"11,67";"48,54";"62,46";"35,97";"50,69";"13,47";"87,25";"86,64";"13,79";"68,14";"10,88";"16,21";"65,82";"10,53";"0,15";"15,95";"18,48";"14,39";"89,74";"12,86";"4,01";"14,32";"48,86";"19,33";"75,19";"61,33";"1,47";"80,90";"39,02";"12,66";"12,42";"10,68";"15,43";"2,02";"7,75";"115,71";"10,83";"55,82";"34,10";"45,55";"30,70";"46,86";"19,77";"2,67";"3.111,86";"2.221,59";"14,21";"966,83";"2,82";"9,90";"2,13";"54,17";"45,83";"7,76";"3,77";"1.139,40";"1.277,47";"975,32";"598,95";"32,01";"62,35";"1,21";"15,90";"82,88";"0,78";"14,21";"2,67";"11,67"
"09181";"Landsberg am Lech";"Kreise";"2,49";"2,53";"7,20";"12,11";"58,21";"22,41";"3,16";"2,25";"562,40";"11,58";"51,56";"59,23";"31,72";"55,11";"12,24";"82,22";"87,50";"16,75";"64,85";"11,62";"20,59";"62,97";"10,01";"0,05";"15,33";"19,47";"12,66";"96,61";"20,55";"2,79";"10,29";"46,38";"21,79";"60,72";"46,34";"1,55";"83,70";"31,30";"15,34";"17,35";"11,38";"14,58";"2,68";"7,37";"115,94";"10,68";"18,49";"14,00";"43,18";"28,41";"51,79";"14,78";"5,03";"3.579,77";"2.315,49";"4,24";"1.111,25";"1,95";"7,36";"2,00";"59,22";"41,75";"4,73";"2,93";"1.285,74";"1.509,05";"1.023,16";"680,52";"38,38";"81,51";"1,36";"36,63";"62,01";"1,19";"4,24";"5,03";"11,58"
"09182";"Miesbach";"Kreise";"2,25";"2,31";"9,55";"13,48";"49,61";"27,36";"3,12";"1,42";"1.147,16";"13,55";"53,01";"64,70";"29,70";"47,37";"14,29";"86,36";"88,71";"18,11";"64,18";"9,54";"21,44";"60,93";"9,55";"0,05";"15,60";"18,12";"14,09";"95,29";"19,19";"3,38";"13,85";"49,19";"13,89";"68,83";"53,16";"1,67";"82,20";"34,42";"13,43";"12,85";"13,42";"16,27";"1,98";"7,62";"117,04";"10,12";"27,00";"16,96";"39,30";"30,84";"54,39";"12,62";"2,15";"3.372,95";"2.673,10";"4,58";"2.046,93";"1,64";"3,63";"2,04";"62,77";"37,23";"3,65";"2,43";"1.308,79";"1.512,98";"1.090,37";"664,40";"39,38";"73,05";"1,48";"27,10";"71,42";"1,11";"4,58";"2,15";"13,55"
"09183";"Mühldorf a.Inn";"Kreise";"3,21";"3,20";"8,69";"12,67";"58,44";"20,20";"3,38";"2,67";"197,15";"9,00";"50,19";"60,30";"29,00";"53,78";"11,36";"81,53";"89,51";"9,47";"69,36";"11,87";"11,46";"68,82";"11,49";"0,10";"16,27";"21,07";"13,22";"96,08";"15,90";"2,56";"14,74";"45,06";"16,78";"75,08";"54,13";"1,79";"77,30";"34,06";"13,09";"9,08";"11,04";"19,48";"2,04";"11,20";"121,91";"18,85";"38,85";"18,67";"44,05";"19,09";"49,08";"25,37";"6,45";"3.360,00";"2.072,30";"2,37";"950,19";"3,24";"5,03";"2,59";"55,56";"44,44";"5,10";"4,57";"1.151,27";"1.363,47";"869,98";"637,48";"37,44";"74,63";"2,17";"40,75";"57,08";"1,51";"2,37";"6,45";"9,00"
"09184";"München";"Kreise";"2,54";"2,41";"11,38";"12,45";"53,81";"22,36";"3,10";"1,85";"2.080,02";"16,25";"46,57";"64,48";"22,15";"38,77";"8,62";"82,39";"88,14";"36,45";"44,36";"9,50";"33,53";"46,47";"10,22";"0,07";"12,29";"12,62";"12,01";"94,81";"32,96";"3,22";"20,20";"48,53";"12,20";"93,48";"74,55";"1,45";"84,90";"32,56";"17,21";"18,54";"14,45";"9,72";"2,24";"5,28";"108,69";"0,00";"0,00";"0,00";"23,88";"49,60";"35,63";"12,45";"2,33";"4.640,21";"2.809,38";"3,41";"821,22";"2,68";"3,66";"2,35";"60,40";"39,60";"4,46";"3,32";"1.381,81";"1.575,96";"1.178,94";"670,76";"119,47";"135,48";"0,09";"18,74";"81,17";"0,90";"3,41";"2,33";"16,25"
"09185";"Neuburg-Schrobenhausen";"Kreise";"2,27";"2,22";"4,13";"8,62";"63,59";"23,54";"2,64";"2,22";"280,65";"9,71";"51,61";"60,31";"27,87";"53,88";"10,92";"84,22";"93,83";"11,05";"67,90";"13,19";"11,90";"70,10";"11,20";"1,10";"15,87";"20,86";"12,48";"91,74";"19,49";"2,59";"12,50";"45,33";"17,97";"57,34";"40,86";"1,71";"79,90";"35,64";"14,68";"9,40";"10,01";"17,76";"1,72";"10,80";"114,42";"18,16";"26,89";"16,20";"45,99";"16,83";"56,92";"19,13";"7,12";"3.430,18";"2.076,79";"4,46";"783,95";"1,95";"6,10";"1,48";"62,71";"37,29";"4,16";"2,59";"1.152,24";"1.367,95";"883,65";"667,95";"40,50";"87,11";"2,32";"44,61";"53,06";"0,88";"4,46";"7,12";"9,71"
"09186";"Pfaffenhofen a.d.Ilm";"Kreise";"2,02";"1,83";"5,93";"12,12";"61,86";"20,00";"2,24";"1,78";"534,75";"10,41";"51,78";"63,07";"26,06";"51,90";"10,89";"82,29";"92,73";"15,29";"63,61";"12,13";"16,15";"65,58";"10,75";"0,04";"15,67";"20,47";"12,39";"91,78";"19,90";"2,49";"13,60";"44,24";"11,30";"90,81";"73,02";"1,66";"81,30";"34,73";"15,02";"10,86";"11,10";"15,91";"1,98";"10,40";"114,39";"11,41";"22,23";"10,95";"42,48";"15,47";"51,55";"26,79";"6,19";"3.529,66";"2.230,80";"2,21";"363,92";"1,29";"5,30";"1,60";"61,25";"38,75";"5,97";"2,30";"1.205,67";"1.419,71";"950,81";"650,13";"41,82";"89,56";"1,70";"43,83";"54,47";"0,81";"2,21";"6,19";"10,41"
"09187";"Rosenheim";"Kreise";"2,38";"2,41";"6,19";"12,99";"59,53";"21,30";"2,82";"1,89";"717,29";"11,15";"51,04";"59,62";"31,85";"53,32";"13,53";"84,75";"87,91";"12,99";"69,09";"10,38";"17,17";"66,57";"9,42";"0,28";"16,15";"20,01";"13,71";"95,15";"17,92";"2,97";"11,62";"47,76";"15,99";"58,43";"42,95";"1,64";"81,70";"31,75";"13,88";"12,97";"12,01";"18,43";"2,26";"8,70";"117,03";"8,73";"13,77";"14,41";"44,05";"22,25";"52,42";"21,13";"4,20";"3.345,41";"2.231,86";"10,37";"850,64";"2,00";"6,87";"1,94";"56,33";"43,67";"4,86";"3,07";"1.238,55";"1.450,78";"997,69";"656,88";"36,49";"77,38";"1,76";"35,23";"63,02";"0,97";"10,37";"4,20";"11,15"
